hostname,device_type,host,username,password,secret,port
ric-l-lsw15,generic,172.18.128.211,,,,22
ric-l-lsw16,generic,172.18.128.212,,,,22
ric-a-sw01,generic,172.18.128.41,,,,22
ric-a-sw02,generic,172.18.128.42,,,,22
ric-a-sw03,generic,172.18.128.43,,,,22
ric-a-sw04,generic,172.18.128.44,,,,22
ric-a-lsw01,generic,172.18.128.45,,,,22
ric-j-mgig01,generic,172.18.128.53,,,,22
ric-j-sw01,generic,172.18.128.54,,,,22
ric-j-sw02,generic,172.18.128.55,,,,22
ric-j-sw03,generic,172.18.128.56,,,,22
ric-j-sw04,generic,172.18.128.57,,,,22
ric-j-sw05,generic,172.18.128.58,,,,22
ric-j-sw06,generic,172.18.128.59,,,,22
ric-j-sw07,generic,172.18.128.60,,,,22
ric-j-sw08,generic,172.18.128.61,,,,22
ric-j-lsw01,generic,172.18.128.62,,,,22
ric-j-lsw02,generic,172.18.128.63,,,,22
ric-j-lsw03,generic,172.18.128.64,,,,22
ric-j-lsw04,generic,172.18.128.65,,,,22
ric-j-lsw05,generic,172.18.128.66,,,,22
ric-j-lsw06,generic,172.18.128.67,,,,22
ric-j-lsw07,generic,172.18.128.68,,,,22
ric-b-usw01,cisco_ios,172.18.128.75,,,,22
ric-b-lsw01,cisco_ios,172.18.128.77,,,,22
ric-b-lsw02,cisco_ios,172.18.128.78,,,,22
ric-b-mgig01,cisco_ios,172.18.128.80,,,,22
ric-c-ilosw01,generic,172.18.128.85,,,,22
ric-c-lsw01,cisco_ios,172.18.128.86,,,,22
ric-c-usw01,cisco_ios,172.18.128.88,,,,22
ric-d-lsw01,cisco_ios,172.18.128.97,,,,22
holland-02-sw02,generic,172.18.140.11,,,,22
holland-02-sw01,generic,172.18.140.12,,,,22
holland-03-sw01,generic,172.18.140.2,,,,22
holland-03-sw02,generic,172.18.140.3,,,,22
holland-03-sw03,generic,172.18.140.4,,,,22
holland-03-sw04,generic,172.18.140.5,,,,22
holland-03-sw05,generic,172.18.140.6,,,,22
holland-03-sw06,generic,172.18.140.7,,,,22
madisonwan,cisco_ios,172.31.4.80,,,,22
ric-dabney6-usr-sw01,generic,172.18.182.2,,,,22
ric-dabney6-usr-sw02,generic,172.18.182.3,,,,22
ric-dabney6-inst-sw01,generic,172.18.182.6,,,,22
ric-dabney6-inst-sw02,generic,172.18.182.7,,,,22
ric-dabney6-inst-sw03,generic,172.18.182.8,,,,22
mad-13-inst-01,generic,172.18.208.10,,,,22
mad-b3-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-b5-usr-01,cisco_ios,172.18.208.0,,,,22
mad-b5-inst-01,cisco_ios,172.18.208.0,,,,22
mad-13-inst-02,generic,172.18.208.11,,,,22
mad-b5-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-13-inst-03,generic,172.18.208.12,,,,22
mad-5-15,generic,172.18.208.120,,,,22
mad-5-16,generic,172.18.208.121,,,,22
mad-5-lab1,generic,172.18.208.122,,,,22
mad-b6-usr-01,cisco_ios,172.18.208.0,,,,22
mad-b6-inst-01,cisco_ios,172.18.208.0,,,,22
mad-13-inst-04,generic,172.18.208.13,,,,22
mad-b6-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-b7-usr-01,cisco_ios,172.18.208.0,,,,22
mad-b7-inst-01,cisco_ios,172.18.208.0,,,,22
mad-13-inst-05,generic,172.18.208.14,,,,22
mad-b8-usr-01,cisco_ios,172.18.208.0,,,,22
mad-b8-inst-01,cisco_ios,172.18.208.0,,,,22
mad-b8-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-13-inst-06,generic,172.18.208.15,,,,22
mad-13-usr-09,generic,172.18.208.16,,,,22
mad-b10-1-usr-01,cisco_ios,172.18.208.0,,,,22
mad-b10-1-inst-01,cisco_ios,172.18.208.0,,,,22
mad-b10-1-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-13-usr-10,generic,172.18.208.17,,,,22
mad-b10-2-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-b10-3-usr-01,cisco_ios,172.18.208.0,,,,22
mad-b10-3-inst-01,cisco_ios,172.18.208.0,,,,22
mad-b10-3-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-13-usr-11,generic,172.18.208.18,,,,22
mad-13-usr-12,generic,172.18.208.19,,,,22
mad-11-1,generic,172.18.208.193,,,,22
mad-11-2,generic,172.18.208.194,,,,22
mad-11-3,generic,172.18.208.195,,,,22
mad-11-4,generic,172.18.208.196,,,,22
mad-13-usr-13,generic,172.18.208.20,,,,22
mad-16-1,generic,172.18.208.202,,,,22
mad-13-inst-09,generic,172.18.208.21,,,,22
mad-13-mgig-01,generic,172.18.208.211,,,,22
mad-13-mgig-02,generic,172.18.208.212,,,,22
mad-15-core-01,cisco_ios,172.18.208.217,,,,22
mad-15-10g-02,cisco_ios,172.18.208.218,,,,22
mad-13-inst-10,generic,172.18.208.22,,,,22
mad-15-mgig-01,cisco_ios,172.18.208.221,,,,22
mad-15-mgig-02,cisco_ios,172.18.208.222,,,,22
mad-15-mgig-03,cisco_ios,172.18.208.223,,,,22
mad-15-mgig-04,cisco_ios,172.18.208.224,,,,22
mad-13-inst-11,generic,172.18.208.23,,,,22
mad-15-usr-01,cisco_ios,172.18.208.231,,,,22
mad-15-usr-02,cisco_ios,172.18.208.232,,,,22
mad-15-usr-03,cisco_ios,172.18.208.233,,,,22
mad-15-usr-04,cisco_ios,172.18.208.234,,,,22
mad-13-inst-12,generic,172.18.208.24,,,,22
mad-15-inst-01,cisco_ios,172.18.208.241,,,,22
mad-15-inst-02,cisco_ios,172.18.208.242,,,,22
mad-15-inst-03,cisco_ios,172.18.208.243,,,,22
mad-15-inst-04,cisco_ios,172.18.208.244,,,,22
mad-13-inst-13,generic,172.18.208.25,,,,22
mad-b6c-usr-01,generic,172.18.208.26,,,,22
mad-b6c-usr-02,generic,172.18.208.27,,,,22
mad-b6c-usr-03,generic,172.18.208.28,,,,22
mad-b14-usr-01,generic,172.18.208.29,,,,22
mad-b14-usr-02,generic,172.18.208.30,,,,22
mad-b14-usr-03,generic,172.18.208.31,,,,22
mad-b14-usr-04,generic,172.18.208.32,,,,22
mad-b14-gig01,generic,172.18.208.33,,,,22
mad-b14-gig02,generic,172.18.208.34,,,,22
mad-13-usr-06,generic,172.18.208.36,,,,22
mad-13-usr-07,generic,172.18.208.37,,,,22
mad-13-usr-08,generic,172.18.208.38,,,,22
mad-13-inst-07,generic,172.18.208.39,,,,22
mad-13-inst-08,generic,172.18.208.42,,,,22
mad-13-usr-14,generic,172.18.208.43,,,,22
mad-13-usr-15,generic,172.18.208.44,,,,22
mad-13-usr-16,generic,172.18.208.45,,,,22
mad-13-inst-14,generic,172.18.208.46,,,,22
mad-13-inst-15,generic,172.18.208.47,,,,22
mad-13-inst-16,generic,172.18.208.48,,,,22
mad-13-usr-17,generic,172.18.208.49,,,,22
mad-13-usr-01,generic,172.18.208.5,,,,22
mad-13-usr-18,generic,172.18.208.50,,,,22
mad-13-usr-19,generic,172.18.208.51,,,,22
mad-13-usr-20,generic,172.18.208.52,,,,22
mad-13-usr-21,generic,172.18.208.53,,,,22
mad-13-usr-02,generic,172.18.208.6,,,,22
mad-1-lab1,generic,172.18.208.62,,,,22
mad-1-lab2,generic,172.18.208.63,,,,22
mad-1-lab3,generic,172.18.208.64,,,,22
mad-13-usr-03,generic,172.18.208.7,,,,22
mad-1-9,generic,172.18.208.72,,,,22
aspen-comm-sw1,generic,172.18.208.209,,,,22
mad-1-8,generic,172.18.208.74,,,,22
mad-2-1,generic,172.18.208.78,,,,22
mad-2-2,generic,172.18.208.79,,,,22
mad-13-usr-04,generic,172.18.208.8,,,,22
mad-2-3,generic,172.18.208.80,,,,22
mad-2-4,generic,172.18.208.81,,,,22
mad-2-5,generic,172.18.208.82,,,,22
mad-2-6,generic,172.18.208.83,,,,22
mad-2-7,generic,172.18.208.84,,,,22
mad-2-8,generic,172.18.208.85,,,,22
mad-2-lab1,generic,172.18.208.86,,,,22
mad-13-usr-05,generic,172.18.208.9,,,,22
mad-b3-usr-01,cisco_ios,172.18.208.0,,,,22
mad-b3-inst-01,cisco_ios,172.18.208.0,,,,22
mad-b1-usr-01,cisco_ios,172.18.209.10,,,,22
mad-b1-inst-02,cisco_ios,172.18.208.0,,,,22
mad-b1-mgig-01,cisco_ios,172.18.208.0,,,,22
mad-b1-mgig-02,cisco_ios,172.18.208.0,,,,22
new_ric-wan-gw01,cisco_ios,172.18.48.0,,,,22
uba-sw02-core,generic,172.22.134.3,,,,22
uba-sw03,generic,172.22.134.4,,,,22
aus-cro-wan-4431,cisco_ios,172.25.128.177,,,,22
UKCAM01-AS-01,generic,172.27.111.22,,,,22
UKCAM01-AS-02-4,generic,172.27.111.36,,,,22
CNGZH06-LR-01,cisco_ios,172.27.192.0,,,,22
cam5508wlc01,cisco_ios,172.27.2.228,,,,22
INHYD08-APSW-01,generic,172.28.107.18,,,,22
sof-sw30,generic,172.28.108.70,,,,22
sof-sw21,generic,172.28.109.121,,,,22
sof-sw22,generic,172.28.109.122,,,,22
sof-sw23,generic,172.28.109.123,,,,22
sof-sw24,generic,172.28.109.124,,,,22
sof-sw25,generic,172.28.109.181,,,,22
sof-sw26,generic,172.28.109.182,,,,22
sof-sw27,generic,172.28.109.183,,,,22
sof-sw28,generic,172.28.109.184,,,,22
sof-sw01,generic,172.28.109.192,,,,22
sof-sw02,generic,172.28.109.193,,,,22
sof-sw03,generic,172.28.109.194,,,,22
sof-sw04,generic,172.28.109.195,,,,22
sof-sw05,generic,172.28.109.196,,,,22
sof-sw06,generic,172.28.109.197,,,,22
sof-sw31,generic,172.28.109.198,,,,22
sof-sw32,generic,172.28.109.199,,,,22
sof-sw33,generic,172.28.109.200,,,,22
sof-sw34,generic,172.28.109.201,,,,22
sof-sw20,generic,172.28.109.41,,,,22
sof-sw14,generic,172.28.109.42,,,,22
sof-sw16,generic,172.28.109.52,,,,22
sof-sw17,generic,172.28.109.54,,,,22
RSBEL01-CS02,generic,172.28.114.252,,,,22
RSBEL01-CS01,generic,172.28.114.253,,,,22
KRSEO04-AS-01,generic,172.28.116.54,,,,22
KRSEO04-CS-01,generic,172.28.116.55,,,,22
KRSEO04-AS-02,generic,172.28.116.56,,,,22
CNSZO06-CS-01,generic,172.28.13.228,,,,22
CNSZO06-CS-02,generic,172.28.13.229,,,,22
CNSZO06-AS-01,generic,172.28.13.230,,,,22
CNSZO06-AS-02-1,generic,172.28.13.231,,,,22
CNSZO06-AS-02-2,generic,172.28.13.232,,,,22
CNSZO06-AS-03-1,generic,172.28.13.233,,,,22
CNSZO06-AS-02-3,generic,172.28.13.234,,,,22
CNSZO06-AS-03-2,generic,172.28.13.235,,,,22
CNSZO06-AS-04-1,generic,172.28.13.236,,,,22
CNSZO06-AS-05,generic,172.28.13.237,,,,22
CNSZO06-AS-04-2,generic,172.28.13.238,,,,22
CNSZO06-AS-06-1,generic,172.28.13.239,,,,22
CNSZO06-AS-06-2,generic,172.28.13.240,,,,22
CNSZO06-AS-07-1,generic,172.28.13.241,,,,22
CNSZO06-AS-06-3,generic,172.28.13.242,,,,22
CNSZO06-AS-07-2,generic,172.28.13.243,,,,22
CNSZO06-AS-08,generic,172.28.13.244,,,,22
CNSZO06-AS-09,generic,172.28.13.245,,,,22
CNSZO06-AS-10,generic,172.28.13.246,,,,22
CNSZO06-AS-11,generic,172.28.13.247,,,,22
sof-vwlc-02,cisco_ios,172.28.140.0,,,,22
INBEN01-AS-06-1,generic,172.28.160.113,,,,22
INBLR05-WAPSW-01,generic,172.28.160.122,,,,22
INBEN01-AS-03-2,generic,172.28.160.129,,,,22
INBEN01-AS-01-2,generic,172.28.160.143,,,,22
INBEN01-AS-01-1,generic,172.28.160.145,,,,22
INBEN01-AS-01-4,generic,172.28.160.147,,,,22
INBEN01-AS-02-3,generic,172.28.160.152,,,,22
INBEN01-AS-03-3,generic,172.28.160.154,,,,22
INBEN01-AS-04-1,generic,172.28.160.160,,,,22
INBEN01-AS-04-3,generic,172.28.160.162,,,,22
INBEN01-AS-06-2,generic,172.28.160.166,,,,22
INBEN01-AS-06-3,generic,172.28.160.170,,,,22
INBEN01-AS-01-3,generic,172.28.160.236,,,,22
INBEN01-AS-04-2,generic,172.28.160.60,,,,22
INBEN01-AS-03-1,generic,172.28.160.85,,,,22
INBEN01-AS-02-1,generic,172.28.162.194,,,,22
INBEN01-AS-05-3,generic,172.28.162.222,,,,22
INBEN01-AS-05-2,generic,172.28.163.100,,,,22
INBEN01-AS-05-1,generic,172.28.163.143,,,,22
INBEN01-WAPSW-02,generic,172.28.163.170,,,,22
INBEN01-CS-01,cisco_ios,172.28.160.0,,,,22
DEKAR04-CS-01-1,generic,172.28.18.223,,,,22
DEKAR04-AS-01,generic,172.28.18.224,,,,22
DEKAR04-CS-01-2,generic,172.28.18.225,,,,22
chicolo-accsw,cisco_ios,172.28.253.0,,,,22
chicolo-coresw,cisco_ios,172.28.253.0,,,,22
ZAJOH01-CS-01,generic,172.28.32.254,,,,22
ZAJOH01-CS-04,generic,172.28.32.251,,,,22
ZAJOH01-CS-03,generic,172.28.32.252,,,,22
ZAJOH01-CS-02,generic,172.28.32.253,,,,22
AUMEL01-AS-01,generic,172.28.34.103,,,,22
AUMEL01-AS-02,generic,172.28.34.73,,,,22
MYKLM01-CS-01,generic,172.28.53.253,,,,22
IEATH01-EXT-AS-01,generic,172.28.68.170,,,,22
IEATH01-EXT-AS-02,generic,172.28.68.171,,,,22
IEATH01-EXT-AS-03,generic,172.28.68.172,,,,22
IEATH01-EXT-AS-04,generic,172.28.68.173,,,,22
IEATH01-EXT-AS-05,generic,172.28.68.174,,,,22
IEATH01-EXT-AS-06,generic,172.28.68.175,,,,22
IEATH01-EXT-AS-07,generic,172.28.68.176,,,,22
IEATH01-EXT-AS-09,generic,172.28.68.177,,,,22
IEATH01-EXT-AS-10,generic,172.28.68.178,,,,22
IEATH01-EXT-AS-11,generic,172.28.68.179,,,,22
IEATH01-EXT-AS-12,generic,172.28.68.180,,,,22
IEATH01-EXT-AS-13,generic,172.28.68.181,,,,22
IEATH01-EXT-AS-14,generic,172.28.68.182,,,,22
IEATH01-EXT-AS-15,generic,172.28.68.183,,,,22
IEATH01-EXT-AS-16,generic,172.28.68.184,,,,22
IEATH01-EXT-AS-17,generic,172.28.68.185,,,,22
IEATH01-EXT-AS-18,generic,172.28.68.186,,,,22
IEATH01-EXT-AS-19,generic,172.28.68.187,,,,22
IEATH01-EXT-AS-20,generic,172.28.68.188,,,,22
IEATH01-EXT-AS-08,generic,172.28.68.189,,,,22
IEATH01-CS-01,generic,172.28.68.190,,,,22
IEATH01-CS-02,generic,172.28.68.191,,,,22
IEATH01-AS-01,generic,172.28.68.192,,,,22
IEATH01-AS-02,generic,172.28.68.193,,,,22
IEATH01-AS-03,generic,172.28.68.194,,,,22
IEATH01-AS-04,generic,172.28.68.195,,,,22
IEATH01-AS-05,generic,172.28.68.196,,,,22
IEATH01-AS-06,generic,172.28.68.197,,,,22
IEATH01-AS-07,generic,172.28.68.198,,,,22
IEATH01-AS-08,generic,172.28.68.199,,,,22
IEATH01-AS-09,generic,172.28.68.200,,,,22
IEATH01-AS-10,generic,172.28.68.201,,,,22
IEATH01-AS-11,generic,172.28.68.202,,,,22
IEATH01-AS-12,generic,172.28.68.203,,,,22
IEATH01-AS-13,generic,172.28.68.204,,,,22
IEATH01-AS-14,generic,172.28.68.205,,,,22
IEATH01-AS-15,generic,172.28.68.206,,,,22
IEATH01-GCS-AS-01,generic,172.28.68.209,,,,22
IEATH01-GCS-AS-02,generic,172.28.68.210,,,,22
IEATH01-GCS-AS-03,generic,172.28.68.211,,,,22
IEATH01-GCS-AS-04,generic,172.28.68.212,,,,22
IEATH01-GCS-AS-05,generic,172.28.68.213,,,,22
PHMAN01-IDF-AS-02-1,generic,172.28.72.126,,,,22
PHMAN01-MDF-AS-02,generic,172.28.72.127,,,,22
PHMAN01-IDF-AS-03,generic,172.28.72.238,,,,22
PHMAN01-MDF-AS-04,generic,172.28.72.239,,,,22
PHMAN01-MDF-AS-03,generic,172.28.72.240,,,,22
PHMAN01-MDF-AS-01,generic,172.28.72.241,,,,22
PHMAN01-IDF-AS-02-2,generic,172.28.72.244,,,,22
PHMAN01-IDF-AS-02,generic,172.28.72.249,,,,22
PHMAN01-IDF-AS-02-3,generic,172.28.72.250,,,,22
PHMAN01-MDF-AS-01-1,generic,172.28.72.251,,,,22
PHMAN01-MDF-AS-01-2,generic,172.28.72.252,,,,22
sha2960-07,cisco_ios,172.28.74.0,,,,22
sha2960-05,cisco_ios,172.28.74.0,,,,22
sha2960-04,cisco_ios,172.28.74.0,,,,22
sha2960-03,cisco_ios,172.28.74.0,,,,22
sha2960-02,cisco_ios,172.28.74.0,,,,22
sha2960-01,cisco_ios,172.28.74.0,,,,22
sha2960-10,cisco_ios,172.28.76.0,,,,22
sha2960-11,cisco_ios,172.28.76.0,,,,22
sha2960-12,cisco_ios,172.28.76.0,,,,22
sha2960-09,cisco_ios,172.28.76.0,,,,22
RUSMO01-AS-03,cisco_ios,172.28.80.0,,,,22
RUSMO01-AS-01 (1),cisco_ios,172.28.80.252,,,,22
man9300-core,cisco_ios,172.28.72.0,,,,22
aus_wan_4451,cisco_ios,172.30.180.0,,,,22
chicoloc4431-02,cisco_ios,172.31.12.32,,,,22
dur-oob-office-sw01,generic,172.31.232.10,,,,22
dur-torc03a,arista_eos,172.31.232.113,,,,22
dur-torc03b,arista_eos,172.31.232.114,,,,22
dur-tora06i,arista_eos,172.31.232.151,,,,22
dur-oob-sw01(n04),generic,172.31.232.8,,,,22
dur-oob-sw02(n01),generic,172.31.232.9,,,,22
aus-tor1-5a,arista_eos,172.31.233.101,,,,22
aus-tor1-5b,arista_eos,172.31.233.102,,,,22
aus-tor1-5c,arista_eos,172.31.233.103,,,,22
aus-tor1-5d,arista_eos,172.31.233.104,,,,22
aus-tor2-3a,arista_eos,172.31.233.105,,,,22
aus-tor2-3b,arista_eos,172.31.233.106,,,,22
aus-tor2-7a,arista_eos,172.31.233.107,,,,22
aus-tor2-7b,arista_eos,172.31.233.108,,,,22
aus-tor2-8a,arista_eos,172.31.233.109,,,,22
aus-tor2-8b,arista_eos,172.31.233.110,,,,22
aus-tor2-9a,arista_eos,172.31.233.111,,,,22
aus-tor2-9b,arista_eos,172.31.233.112,,,,22
aus-tor2-4a,arista_eos,172.31.233.113,,,,22
aus-tor2-4b,arista_eos,172.31.233.114,,,,22
aus-ilo1-5,arista_eos,172.31.233.150,,,,22
aus-ilo2-3,arista_eos,172.31.233.151,,,,22
aus-ilo2-5,arista_eos,172.31.233.152,,,,22
aus-ilo2-6,arista_eos,172.31.233.153,,,,22
aus-ilo2-7,arista_eos,172.31.233.154,,,,22
aus-ilo2-8,arista_eos,172.31.233.155,,,,22
aus-ilo2-9,arista_eos,172.31.233.156,,,,22
aus-ilo2-4,arista_eos,172.31.233.157,,,,22
aus-spn2-5,arista_eos,172.31.233.21,,,,22
aus-spn2-6,arista_eos,172.31.233.22,,,,22
aus-edg2-5,arista_eos,172.31.233.31,,,,22
aus-edg2-6,arista_eos,172.31.233.32,,,,22
aus-svc2-5,arista_eos,172.31.233.41,,,,22
aus-svc2-6,arista_eos,172.31.233.42,,,,22
CNGZH06-CS-01,generic,172.31.236.251,,,,22
NLEDE01-CS-01,generic,172.31.240.101,,,,22
NLEDE01-CS-02,generic,172.31.240.102,,,,22
NLEDE01-CS-03,generic,172.31.240.103,,,,22
UKLON03-AS-02-2,generic,172.31.240.133,,,,22
UKLON03-AS-02-3,generic,172.31.240.134,,,,22
UKLON03-AS-01,generic,172.31.240.135,,,,22
UKLON03-AS-02-1,generic,172.31.240.136,,,,22
UKLON03-CS-01,generic,172.31.240.137,,,,22
ROBUC01-CS-01,generic,172.31.240.149,,,,22
ROBUC01-CS-02,generic,172.31.240.150,,,,22
ROBUC01-CS-03,generic,172.31.240.151,,,,22
CLSAN02-LR-02,cisco_ios,172.31.240.161,,,,22
CLSAN02-CS-01,generic,172.31.240.165,,,,22
CLSAN02-CS-02,generic,172.31.240.166,,,,22
CLSAN02-CS-03,generic,172.31.240.167,,,,22
HRZAG02-CS01,generic,172.31.240.181,,,,22
GRATH01-CS01,generic,172.31.240.197,,,,22
GRATH01-CS02,generic,172.31.240.198,,,,22
PELMA01-CS-01,generic,172.31.240.21,,,,22
ILTEL03-CS-01,generic,172.31.240.213,,,,22
ILTEL03-CS-02,generic,172.31.240.214,,,,22
ILTEL03-CS-03,generic,172.31.240.215,,,,22
ILTEL03-CS-04,generic,172.31.240.216,,,,22
PELMA01-CS-02,generic,172.31.240.22,,,,22
PELMA01-CS-03,generic,172.31.240.23,,,,22
BEBRU01-CRO-AS-01,generic,172.31.240.241,,,,22
BEBRU01-CRO-AS-02,generic,172.31.240.242,,,,22
BEBRU01-CRO-AS-03,generic,172.31.240.243,,,,22
BEBRU01-CRO-AS-04,generic,172.31.240.244,,,,22
HUBUD06-CS-02,generic,172.31.240.37,,,,22
HUBUD06-CS-03,generic,172.31.240.38,,,,22
HUBUD06-AS-01,generic,172.31.240.39,,,,22
HUBUD06-CS-01,generic,172.31.240.40,,,,22
ARBUE01-CS-01,generic,172.31.240.5,,,,22
ARBUE01-AS-01,generic,172.31.240.6,,,,22
BRSPL01-CS-01,generic,172.31.240.69,,,,22
BRSPL01-CS-02,generic,172.31.240.70,,,,22
BRSPL01-AS-01,generic,172.31.240.71,,,,22
BRSPL01-AS-02,generic,172.31.240.72,,,,22
BRSPL01-AS-03,generic,172.31.240.73,,,,22
BRSPL01-AS-04,generic,172.31.240.74,,,,22
BRSPL01-AS-05,generic,172.31.240.75,,,,22
BRSPL01-AS-06,generic,172.31.240.76,,,,22
BRSPL01-GUEST-01,generic,172.31.240.78,,,,22
DKCOP01-CS-01,generic,172.31.240.85,,,,22
ARBUE01-AS-02,generic,172.31.240.9,,,,22
THBAN02-CS-02,generic,172.31.241.113,,,,22
THBAN02-CS-01,generic,172.31.241.114,,,,22
SESUN04-CS-01,generic,172.31.241.133,,,,22
SESUN04-CS-02,generic,172.31.241.134,,,,22
CNHKG01-CS-01,generic,172.31.241.14,,,,22
TWTAI07-CS-01,generic,172.31.241.149,,,,22
TWTAI07-AS-01,generic,172.31.241.150,,,,22
TWTAI07-AS-02,generic,172.31.241.151,,,,22
TWTAI07-AS-03,generic,172.31.241.152,,,,22
INHYD08-CS-01,generic,172.31.241.21,,,,22
INHYD08-CS-03,generic,172.31.241.22,,,,22
INHYD08-CS-04,generic,172.31.241.23,,,,22
INHYD08-AS-02-1,generic,172.31.241.24,,,,22
CNSYO02-CS-01,generic,172.31.241.243,,,,22
CNSYO02-AS-01,generic,172.31.241.244,,,,22
CNSYO02-AS-03,generic,172.31.241.246,,,,22
INHYD08-CS-02,generic,172.31.241.25,,,,22
INHYD08-AS-01,generic,172.31.241.26,,,,22
INHYD08-AS-2-3,generic,172.31.241.27,,,,22
INHYD08-AS-01-2,generic,172.31.241.28,,,,22
INHYD08-AS-01-3,generic,172.31.241.29,,,,22
INHYD08-AS-02-2,generic,172.31.241.30,,,,22
CZPRA05-CS-03,generic,172.31.241.37,,,,22
CZPRA05-CS-02,generic,172.31.241.38,,,,22
CZPRA05-CS01,generic,172.31.241.39,,,,22
SKSAM01-CS-01,generic,172.31.241.69,,,,22
ITMIL01-CS-01,generic,172.31.241.85,,,,22
ITMIL01-CS-02,generic,172.31.241.86,,,,22
ITMIL01-CS-03,generic,172.31.241.87,,,,22
ITMIL01-CS-04,generic,172.31.241.88,,,,22
ITMIL01-CS-05,generic,172.31.241.89,,,,22
ITMIL01-AS-02,generic,172.31.241.90,,,,22
ITMIL01-AS-02-1,generic,172.31.241.91,,,,22
ITMIL01-CS-06,generic,172.31.241.92,,,,22
INMUM01-CS-02,generic,172.31.242.101,,,,22
INMUM01-CS-03,generic,172.31.242.103,,,,22
INMUM01-CS-01,generic,172.31.242.110,,,,22
FRISS01-CS-01,generic,172.31.242.21,,,,22
FRISS01-AS-01,generic,172.31.242.22,,,,22
FRISS01-AS-02,generic,172.31.242.23,,,,22
FRISS01-AS-03,generic,172.31.242.24,,,,22
FRISS01-CS-02,generic,172.31.242.25,,,,22
FRISS01-AS-04,generic,172.31.242.26,,,,22
ESMAD06-CS-01,generic,172.31.242.37,,,,22
ESMAD06-CS-02,generic,172.31.242.38,,,,22
ESMAD06-AS-01,generic,172.31.242.39,,,,22
ESMAD06-AS-02,generic,172.31.242.40,,,,22
ESMAD06-AS-03,generic,172.31.242.41,,,,22
ESMAD06-AS-04,generic,172.31.242.42,,,,22
TRIST01-CS-01,generic,172.31.242.5,,,,22
PLWAR03-CS-01,generic,172.31.242.53,,,,22
PLWAR03-AS-01,generic,172.31.242.54,,,,22
PLWAR03-AS-02,generic,172.31.242.55,,,,22
PLWAR03-AS-03,generic,172.31.242.56,,,,22
PLWAR03-AS-04,generic,172.31.242.57,,,,22
PLWAR03-AS-05,generic,172.31.242.58,,,,22
PLWAR03-AS-06,generic,172.31.242.59,,,,22
TRIST01-CS-02,generic,172.31.242.6,,,,22
mumcis4351,cisco_ios,172.31.237.65,,,,22
cho-core,generic,192.168.201.0,,,,22
ITFER-LAN-RACK32,cisco_ios,10.9.16.14,,,,22
BESEN-OM-03,generic,10.132.70.26,,,,22
BESEN-OM-04,generic,10.132.70.27,,,,22
INNOI01-EC-01,generic,10.96.26.4,,,,22
INNOI01-EC-02,generic,10.96.26.3,,,,22
INPOW-LAN05.thermofisher.com (1),cisco_ios,10.96.128.71,,,,22
INPOW-LAN05.thermofisher.com (2),cisco_ios,10.96.128.71,,,,22
INPOW-LAN05.thermofisher.com (3),cisco_ios,10.96.128.71,,,,22
INPOW-C-LAN03.thermofisher.com,cisco_ios,10.96.128.84,,,,22
INPOW-LAN01.thermofisher.com (1),cisco_ios,10.96.128.67,,,,22
INPOW-LAN01.thermofisher.com (2),cisco_ios,10.96.128.67,,,,22
INPOW-WLC-DMZ02,cisco_ios,10.96.128.250,,,,22
INPOW-WLC01,cisco_ios,10.96.128.115,,,,22
INPOW-EDGE-01.thermofisher.com,cisco_ios,10.96.128.228,,,,22
INPOW-EDGE-02.thermofisher.com,cisco_ios,10.96.128.229,,,,22
INPOW-LAN02.thermofisher.com (1),cisco_ios,10.96.128.68,,,,22
INPOW-LAN02.thermofisher.com (2),cisco_ios,10.96.128.68,,,,22
INPOW-5F-LAN01.thermofisher.com (1),cisco_ios,10.96.128.110,,,,22
INPOW-5F-LAN01.thermofisher.com (2),cisco_ios,10.96.128.110,,,,22
INPOW-5F-LAN01.thermofisher.com (3),cisco_ios,10.96.128.110,,,,22
INPOW-CS01.thermofisher.com,cisco_ios,10.96.128.85,,,,22
INPOW-HR-01.dmvpn.thermo.com,cisco_ios,10.96.131.21,,,,22
INPOW-HR-02.dmvpn.thermo.com,cisco_ios,10.96.131.25,,,,22
INPOW-MPLS01.dmvpn.thermo.com,cisco_ios,10.96.131.37,,,,22
INPOW-MPLS02.dmvpn.thermo.com,cisco_ios,10.96.131.45,,,,22
INPOW-EC-01,generic,10.96.0.2,,,,22
INPOW-EC-02,generic,10.96.0.10,,,,22
TWTCH-EC-01,generic,10.68.243.12,,,,22
TWTCH-EC-02,generic,10.68.243.11,,,,22
site-52-switch104020,generic,10.84.32.0,,,,22
switch117020-02,hp_procurve,10.84.36.0,,,,22
site-8-107010-01,hp_procurve,10.84.38.0,,,,22
site-8-107010-02,generic,10.84.38.0,,,,22
rtp-ucc1,cisco_ios,10.86.90.0,,,,22
rtpnb-01-sw1,cisco_ios,10.86.90.10,,,,22
rtpnb-04-sw1,cisco_ios,10.86.90.43,,,,22
